Task ID,Occupation,Task,User ID,Age,Self-reported Expertise,Automation Desire Rating,Core Skill Rating,Job Security Rating,Enjoyment Rating,Income_Cleaned,LLM_Familiarity_Cleaned,LLM_Familiarity_Dummy,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Generation
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21,Average,3,3,3,3,,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",3,3,3,3,4,Gen Z
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21,Average,2,3,3,3,,4.0,1.0,103640.0,109870.0,['Thinking Creatively'],2,3,3,3,3,Gen Z
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21,Expert,4,5,5,5,,4.0,1.0,103640.0,109870.0,['Documenting/Recording Information'],5,3,4,3,3,Gen Z
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,22f104fa-6d65-4c35-942d-1ce2314bd51e,21,Average,3,3,5,1,,4.0,1.0,103640.0,109870.0,['Documenting/Recording Information'],3,3,1,3,2,Gen Z
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",22f104fa-6d65-4c35-942d-1ce2314bd51e,21,Expert,5,2,1,3,,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials']",4,2,2,3,1,Gen Z
21049,Computer Programmers,Develop Web sites.,22f104fa-6d65-4c35-942d-1ce2314bd51e,21,Expert,1,3,5,5,,4.0,1.0,103640.0,109870.0,['Thinking Creatively'],5,3,5,5,5,Gen Z
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,957c0739-f9cb-4f60-9510-ef11fceee131,18,Novice,5,4,1,5,73000.0,3.0,0.0,152310.0,38480.0,['Analyzing Data or Information'],4,4,4,4,5,Gen Z
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",957c0739-f9cb-4f60-9510-ef11fceee131,18,Novice,4,4,2,4,73000.0,3.0,0.0,152310.0,38480.0,['Thinking Creatively'],4,4,4,4,4,Gen Z
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,957c0739-f9cb-4f60-9510-ef11fceee131,18,Novice,4,4,1,4,73000.0,3.0,0.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",4,4,4,4,4,Gen Z
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,957c0739-f9cb-4f60-9510-ef11fceee131,18,Novice,4,4,4,4,73000.0,3.0,0.0,152310.0,38480.0,"['Judging the Qualities of Objects, Services, or People']",4,4,4,4,4,Gen Z
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",957c0739-f9cb-4f60-9510-ef11fceee131,18,Novice,4,4,1,4,73000.0,3.0,0.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",4,4,4,4,4,Gen Z
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,2d38acdd-d47c-4090-80c9-cc768449d9ab,20,Average,3,3,1,3,,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",1,4,4,3,2,Gen Z
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,2d38acdd-d47c-4090-80c9-cc768449d9ab,20,Average,4,4,3,4,,4.0,1.0,152310.0,38480.0,"['Judging the Qualities of Objects, Services, or People']",1,2,3,4,3,Gen Z
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,2d38acdd-d47c-4090-80c9-cc768449d9ab,20,Novice,4,2,1,3,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],4,2,4,5,4,Gen Z
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,2,4,4,3,125500.0,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",1,1,2,4,3,Gen Z
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,5,2,2,1,125500.0,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials', 'Working with Computers']",1,1,2,2,1,Gen Z
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,4,3,2,2,125500.0,4.0,1.0,103640.0,109870.0,['Thinking Creatively'],1,1,2,2,2,Gen Z
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,5,1,1,1,125500.0,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",1,1,1,1,1,Gen Z
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,3,3,4,3,125500.0,4.0,1.0,103640.0,109870.0,['Thinking Creatively'],1,1,1,2,2,Gen Z
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,4d0436a0-0908-41a5-bf20-807062d7f454,24,Novice,5,1,1,1,125500.0,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials']",1,1,1,1,1,Gen Z
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,4d0436a0-0908-41a5-bf20-807062d7f454,24,Expert,2,3,3,3,125500.0,4.0,1.0,103640.0,109870.0,['Documenting/Recording Information'],1,1,3,3,3,Gen Z
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,2,3,4,3,125500.0,4.0,1.0,103640.0,109870.0,"['Guiding, Directing, and Motivating Subordinates']",1,4,3,3,4,Gen Z
21049,Computer Programmers,Develop Web sites.,4d0436a0-0908-41a5-bf20-807062d7f454,24,Average,4,3,3,3,125500.0,4.0,1.0,103640.0,109870.0,['Thinking Creatively'],1,1,3,2,3,Gen Z
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,fe12207a-5903-4e15-a28f-e048d4fd9d67,23,Average,3,5,4,4,,4.0,1.0,152310.0,38480.0,['Analyzing Data or Information'],1,1,3,4,3,Gen Z
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",fe12207a-5903-4e15-a28f-e048d4fd9d67,23,Average,2,5,4,4,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],1,1,1,5,4,Gen Z
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,fe12207a-5903-4e15-a28f-e048d4fd9d67,23,Average,3,4,3,2,,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",1,4,3,3,3,Gen Z
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",480cd094-f4c0-4dc0-95d3-e549191d5809,25,Average,4,4,2,4,45000.0,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],1,2,2,4,2,Gen Z
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,480cd094-f4c0-4dc0-95d3-e549191d5809,25,Expert,2,4,1,3,45000.0,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",2,2,4,4,4,Gen Z
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,480cd094-f4c0-4dc0-95d3-e549191d5809,25,Average,4,4,2,2,45000.0,4.0,1.0,152310.0,38480.0,"['Judging the Qualities of Objects, Services, or People']",1,1,3,4,2,Gen Z
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",e07324fc-420a-4bd9-af4d-061721f76653,33,Average,3,2,2,2,73000.0,4.0,1.0,64990.0,697210.0,['Training and Teaching Others'],1,4,1,5,3,Millennials
11405,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",be20a981-1bab-43b0-ab9a-016083d1bfd6,42,Average,2,4,3,5,,,,42070.0,135280.0,"['Processing Information', 'Communicating with Supervisors, Peers, or Subordinates']",1,2,1,1,2,Millennials
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",be20a981-1bab-43b0-ab9a-016083d1bfd6,42,Expert,2,3,2,5,,,,42070.0,135280.0,['Processing Information'],1,2,1,1,2,Millennials
11404,Data Entry Keyers,Store completed documents in appropriate locations.,be20a981-1bab-43b0-ab9a-016083d1bfd6,42,Expert,2,5,2,5,,,,42070.0,135280.0,['Handling and Moving Objects'],1,3,2,3,2,Millennials
1301,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",86630499-736e-49c2-bd50-fefed4b4b219,48,Expert,1,4,4,1,,3.0,0.0,107440.0,73180.0,"['Developing Objectives and Strategies', 'Working with Computers']",2,3,2,3,2,Gen X+
1299,Database Administrators,Modify existing databases and database management systems or direct programmers and analysts to make changes.,86630499-736e-49c2-bd50-fefed4b4b219,48,Average,1,1,4,2,,3.0,0.0,107440.0,73180.0,"['Thinking Creatively', 'Working with Computers']",2,3,2,2,2,Gen X+
1305,Database Administrators,Specify users and user access levels for each segment of database.,86630499-736e-49c2-bd50-fefed4b4b219,48,Average,2,2,4,1,,3.0,0.0,107440.0,73180.0,['Working with Computers'],2,3,2,2,2,Gen X+
1313,Database Administrators,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",86630499-736e-49c2-bd50-fefed4b4b219,48,Novice,2,2,3,1,,3.0,0.0,107440.0,73180.0,"['Thinking Creatively', 'Working with Computers']",1,2,2,2,2,Gen X+
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",86630499-736e-49c2-bd50-fefed4b4b219,48,Novice,1,2,3,1,,3.0,0.0,107440.0,73180.0,['Getting Information'],2,2,2,2,2,Gen X+
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,02d6cb2c-ffc1-4683-bc2a-9232b2e098a5,26,Novice,5,2,1,3,45000.0,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",1,1,1,4,2,Gen Z
14642,Software Quality Assurance Analysts and Testers,"Identify, analyze, and document problems with program function, output, online screen, or content.",0341a0e3-926f-4139-a24d-fd9b4ebd3718,21,Novice,3,3,5,3,45000.0,4.0,1.0,110260.0,199800.0,"['Analyzing Data or Information', 'Working with Computers', 'Documenting/Recording Information']",1,1,2,3,2,Gen Z
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",0341a0e3-926f-4139-a24d-fd9b4ebd3718,21,Average,2,4,3,3,45000.0,4.0,1.0,110260.0,199800.0,['Thinking Creatively'],1,1,3,4,2,Gen Z
14658,Software Quality Assurance Analysts and Testers,"Identify program deviance from standards, and suggest modifications to ensure compliance.",0341a0e3-926f-4139-a24d-fd9b4ebd3718,21,Novice,2,2,2,2,45000.0,4.0,1.0,110260.0,199800.0,"['Inspecting Equipment, Structures, or Materials', 'Providing Consultation and Advice to Others']",1,1,2,2,2,Gen Z
1318,Network and Computer Systems Administrators,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",b7439943-4fe3-4189-abca-42599d839086,34,Expert,4,5,2,4,125500.0,4.0,1.0,101190.0,318570.0,['Repairing and Maintaining Mechanical Equipment'],2,2,3,2,2,Millennials
1317,Network and Computer Systems Administrators,Perform data backups and disaster recovery operations.,b7439943-4fe3-4189-abca-42599d839086,34,Average,5,3,1,2,125500.0,4.0,1.0,101190.0,318570.0,['Working with Computers'],1,1,4,1,1,Millennials
15206,Network and Computer Systems Administrators,"Configure, monitor, and maintain email applications or virus protection software.",b7439943-4fe3-4189-abca-42599d839086,34,Expert,5,5,1,3,125500.0,4.0,1.0,101190.0,318570.0,['Working with Computers'],1,1,2,2,1,Millennials
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,b7439943-4fe3-4189-abca-42599d839086,34,Expert,5,4,1,2,125500.0,4.0,1.0,101190.0,318570.0,"['Monitoring Processes, Materials, or Surroundings']",1,1,1,3,1,Millennials
1319,Network and Computer Systems Administrators,"Plan, coordinate, and implement network security measures to protect data, software, and hardware.",b7439943-4fe3-4189-abca-42599d839086,34,Expert,5,3,1,2,125500.0,4.0,1.0,101190.0,318570.0,"['Developing Objectives and Strategies', 'Working with Computers']",2,2,1,1,2,Millennials
1329,Network and Computer Systems Administrators,Analyze equipment performance records to determine the need for repair or replacement.,b7439943-4fe3-4189-abca-42599d839086,34,Expert,5,4,3,2,125500.0,4.0,1.0,101190.0,318570.0,['Analyzing Data or Information'],3,3,2,1,3,Millennials
1323,Network and Computer Systems Administrators,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",b7439943-4fe3-4189-abca-42599d839086,34,Expert,3,5,1,2,125500.0,4.0,1.0,101190.0,318570.0,"['Analyzing Data or Information', 'Making Decisions and Solving Problems', 'Providing Consultation and Advice to Others']",2,4,5,5,4,Millennials
1321,Network and Computer Systems Administrators,"Perform routine network startup and shutdown procedures, and maintain control records.",b7439943-4fe3-4189-abca-42599d839086,34,Expert,5,4,1,2,125500.0,4.0,1.0,101190.0,318570.0,"['Repairing and Maintaining Mechanical Equipment', 'Documenting/Recording Information']",2,1,1,2,1,Millennials
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",50cb1d2f-60bc-48cb-a880-9e29684a5c32,29,Average,4,3,2,3,,4.0,1.0,110260.0,199800.0,['Thinking Creatively'],1,3,3,4,4,Millennials
14643,Software Quality Assurance Analysts and Testers,Monitor bug resolution efforts and track successes.,50cb1d2f-60bc-48cb-a880-9e29684a5c32,29,Average,5,3,1,2,,4.0,1.0,110260.0,199800.0,"['Monitoring Processes, Materials, or Surroundings', 'Documenting/Recording Information']",1,3,2,3,3,Millennials
14650,Software Quality Assurance Analysts and Testers,Update automated test scripts to ensure currency.,50cb1d2f-60bc-48cb-a880-9e29684a5c32,29,Average,4,4,2,3,,4.0,1.0,110260.0,199800.0,['Developing Objectives and Strategies'],1,4,2,3,3,Millennials
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,e19998e9-9ae9-4480-82a7-73bd07e3d564,60,Expert,4,4,3,3,,4.0,1.0,152310.0,38480.0,['Analyzing Data or Information'],1,1,1,4,3,Gen X+
14626,Computer and Information Research Scientists,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",e19998e9-9ae9-4480-82a7-73bd07e3d564,60,Expert,2,4,3,3,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],1,4,4,4,4,Gen X+
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,e19998e9-9ae9-4480-82a7-73bd07e3d564,60,Expert,2,3,3,3,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],1,4,4,4,4,Gen X+
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,36960194-49bb-4dfc-9e4f-fc1da8ac7325,23,Novice,3,3,1,3,,4.0,1.0,85700.0,154540.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Guiding, Directing, and Motivating Subordinates']",2,3,3,2,3,Gen Z
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",36960194-49bb-4dfc-9e4f-fc1da8ac7325,23,Novice,2,3,3,2,,4.0,1.0,85700.0,154540.0,['Making Decisions and Solving Problems'],3,2,3,3,3,Gen Z
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",36960194-49bb-4dfc-9e4f-fc1da8ac7325,23,Average,2,3,3,2,,4.0,1.0,85700.0,154540.0,"['Getting Information', 'Inspecting Equipment, Structures, or Materials']",2,3,2,2,3,Gen Z
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,306c5b28-fcbf-405b-ae5e-a16cebc6beaa,25,Expert,5,3,1,4,,4.0,1.0,152310.0,38480.0,['Analyzing Data or Information'],1,1,1,3,2,Gen Z
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,306c5b28-fcbf-405b-ae5e-a16cebc6beaa,25,Average,4,3,2,1,,4.0,1.0,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",1,2,2,2,3,Gen Z
14633,Computer and Information Research Scientists,Design computers and the software that runs them.,306c5b28-fcbf-405b-ae5e-a16cebc6beaa,25,Average,4,1,1,4,,4.0,1.0,152310.0,38480.0,['Thinking Creatively'],2,1,1,2,2,Gen Z
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,225052ca-806a-4afa-a2f3-73a77e14b4a8,23,Average,4,2,1,2,,4.0,1.0,103640.0,109870.0,['Documenting/Recording Information'],1,2,2,4,2,Gen Z
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,225052ca-806a-4afa-a2f3-73a77e14b4a8,23,Average,4,4,3,2,,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials', 'Working with Computers']",1,3,2,5,2,Gen Z
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",225052ca-806a-4afa-a2f3-73a77e14b4a8,23,Average,3,3,3,3,,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",2,3,4,5,3,Gen Z
14722,Web Developers,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",9f50683c-2632-46d3-9a54-fd0a3eaa7b09,38,Expert,4,4,1,5,125500.0,3.0,0.0,98790.0,78860.0,['Thinking Creatively'],4,2,3,3,2,Millennials
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,9f50683c-2632-46d3-9a54-fd0a3eaa7b09,38,Average,5,2,1,2,125500.0,3.0,0.0,98790.0,78860.0,['Working with Computers'],2,2,2,1,1,Millennials
14695,Web Developers,Perform or direct Web site updates.,9f50683c-2632-46d3-9a54-fd0a3eaa7b09,38,Expert,2,3,1,5,125500.0,3.0,0.0,98790.0,78860.0,['Working with Computers'],2,1,2,1,3,Millennials
14642,Software Quality Assurance Analysts and Testers,"Identify, analyze, and document problems with program function, output, online screen, or content.",a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,4,4,2,3,125500.0,4.0,1.0,110260.0,199800.0,"['Analyzing Data or Information', 'Working with Computers', 'Documenting/Recording Information']",2,2,2,3,3,Gen Z
14641,Software Quality Assurance Analysts and Testers,"Document software defects, using a bug tracking system, and report defects to software developers.",a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,4,5,3,3,125500.0,4.0,1.0,110260.0,199800.0,"['Processing Information', 'Communicating with Supervisors, Peers, or Subordinates']",3,2,5,3,3,Gen Z
14640,Software Quality Assurance Analysts and Testers,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,4,4,2,2,125500.0,4.0,1.0,110260.0,199800.0,['Developing Objectives and Strategies'],3,2,3,2,4,Gen Z
14638,Software Quality Assurance Analysts and Testers,"Design test plans, scenarios, scripts, or procedures.",a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,3,4,3,2,125500.0,4.0,1.0,110260.0,199800.0,['Developing Objectives and Strategies'],3,4,4,3,5,Gen Z
14648,Software Quality Assurance Analysts and Testers,Document test procedures to ensure replicability and compliance with standards.,a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,2,4,3,2,125500.0,4.0,1.0,110260.0,199800.0,['Documenting/Recording Information'],3,4,3,4,4,Gen Z
14653,Software Quality Assurance Analysts and Testers,Provide feedback and recommendations to developers on software usability and functionality.,a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,4,4,2,3,125500.0,4.0,1.0,110260.0,199800.0,['Providing Consultation and Advice to Others'],2,4,3,3,4,Gen Z
14652,Software Quality Assurance Analysts and Testers,"Install, maintain, or use software testing programs.",a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,4,4,3,2,125500.0,4.0,1.0,110260.0,199800.0,['Working with Computers'],1,3,3,3,4,Gen Z
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,3,4,1,2,125500.0,4.0,1.0,110260.0,199800.0,"['Inspecting Equipment, Structures, or Materials']",1,2,3,3,4,Gen Z
14644,Software Quality Assurance Analysts and Testers,Create or maintain databases of known test defects.,a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,3,3,1,2,125500.0,4.0,1.0,110260.0,199800.0,['Thinking Creatively'],1,2,3,4,2,Gen Z
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",a1ba612d-f7a2-410f-9c02-7291d4079eb4,22,Expert,4,4,2,3,125500.0,4.0,1.0,110260.0,199800.0,['Thinking Creatively'],2,3,3,3,3,Gen Z
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",1b5a339a-f2aa-46cf-8f24-cd81494172b7,22,Novice,4,1,1,2,,4.0,1.0,98790.0,78860.0,['Communicating with People Outside the Organization'],1,3,2,3,2,Gen Z
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,1b5a339a-f2aa-46cf-8f24-cd81494172b7,22,Novice,3,2,2,2,,4.0,1.0,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']",2,3,3,4,2,Gen Z
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",1b5a339a-f2aa-46cf-8f24-cd81494172b7,22,Novice,3,2,1,2,,4.0,1.0,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",1,3,1,3,2,Gen Z
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,ecfc0a97-4911-4040-aebf-ec835b7b6509,18,Average,3,3,3,3,,4.0,1.0,103640.0,109870.0,"['Inspecting Equipment, Structures, or Materials', 'Working with Computers']",3,3,3,3,3,Gen Z
21049,Computer Programmers,Develop Web sites.,ecfc0a97-4911-4040-aebf-ec835b7b6509,18,Average,3,3,3,3,,4.0,1.0,103640.0,109870.0,['Thinking Creatively'],3,3,3,3,3,Gen Z
16284,Clinical Data Managers,"Process clinical data, including receipt, entry, verification, or filing of information.",7051583b-24dd-4d79-9135-7d8e299fffef,18,Expert,5,4,2,2,,4.0,1.0,85700.0,154540.0,"['Processing Information', 'Working with Computers']",2,2,2,2,4,Gen Z
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",7051583b-24dd-4d79-9135-7d8e299fffef,18,Expert,4,4,1,2,,4.0,1.0,85700.0,154540.0,['Analyzing Data or Information'],2,2,3,3,3,Gen Z
16283,Clinical Data Managers,Analyze clinical data using appropriate statistical tools.,7051583b-24dd-4d79-9135-7d8e299fffef,18,Expert,4,4,2,2,,4.0,1.0,85700.0,154540.0,['Analyzing Data or Information'],3,2,3,2,3,Gen Z
14717,Web Developers,Establish appropriate server directory trees.,dd6060b5-0afa-4f96-9798-f718224eaec1,28,Expert,5,1,1,1,,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,1,1,1,2,Millennials
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,dd6060b5-0afa-4f96-9798-f718224eaec1,28,Average,4,3,2,1,,4.0,1.0,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']",1,4,4,4,3,Millennials
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",ecfc0a97-4911-4040-aebf-ec835b7b6509,18,Average,3,3,3,3,,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",3,3,3,3,3,Gen Z
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,efd858fd-0844-4acc-9f4f-a4fbb86e6b89,27,Average,4,4,1,2,,4.0,1.0,98790.0,78860.0,['Working with Computers'],1,1,2,3,3,Gen Z
14713,Web Developers,"Respond to user email inquiries, or set up automated systems to send responses.",efd858fd-0844-4acc-9f4f-a4fbb86e6b89,27,Average,5,2,1,1,,4.0,1.0,98790.0,78860.0,['Communicating with People Outside the Organization'],1,2,1,2,2,Gen Z
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,efd858fd-0844-4acc-9f4f-a4fbb86e6b89,27,Average,4,4,2,3,,4.0,1.0,98790.0,78860.0,['Thinking Creatively'],1,2,3,3,3,Gen Z
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",a5186a7b-92b9-45a8-a29d-f6b9eeae2944,18,Average,3,3,3,3,,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",3,3,2,2,3,Gen Z
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,a5186a7b-92b9-45a8-a29d-f6b9eeae2944,18,Average,2,3,3,2,,4.0,1.0,103640.0,109870.0,['Documenting/Recording Information'],3,2,2,2,3,Gen Z
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",a5186a7b-92b9-45a8-a29d-f6b9eeae2944,18,Average,3,2,3,2,,4.0,1.0,103640.0,109870.0,"['Guiding, Directing, and Motivating Subordinates']",2,3,2,2,3,Gen Z
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",3892b81a-1264-4878-8ce0-00554becf739,27,Novice,3,3,1,3,45000.0,4.0,1.0,103640.0,109870.0,"['Guiding, Directing, and Motivating Subordinates']",1,3,5,3,2,Gen Z
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,3892b81a-1264-4878-8ce0-00554becf739,27,Expert,3,2,1,2,45000.0,4.0,1.0,103640.0,109870.0,['Documenting/Recording Information'],1,1,3,2,3,Gen Z
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",3892b81a-1264-4878-8ce0-00554becf739,27,Average,3,3,3,3,45000.0,4.0,1.0,103640.0,109870.0,"['Thinking Creatively', 'Working with Computers']",1,3,4,3,3,Gen Z
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,47d317c9-a460-4ce2-ac4f-1f8250b62b47,38,Expert,2,2,4,5,45000.0,3.0,0.0,79610.0,146450.0,['Analyzing Data or Information'],2,3,3,3,4,Millennials
